,대여날짜,대여년,대여월,대여일,대여시,대여량
4704,'2017-11-15,2017,11,15,18,1610
4705,'2017-11-15,2017,11,15,19,932
4706,'2017-11-15,2017,11,15,20,675
4707,'2017-11-15,2017,11,15,21,689
4708,'2017-11-15,2017,11,15,22,593
4709,'2017-11-15,2017,11,15,23,485
4710,'2017-11-16,2017,11,16,00,341
4711,'2017-11-16,2017,11,16,01,309
4712,'2017-11-16,2017,11,16,02,186
4713,'2017-11-16,2017,11,16,03,131
4714,'2017-11-16,2017,11,16,04,89
4715,'2017-11-16,2017,11,16,05,107
4716,'2017-11-16,2017,11,16,06,249
4717,'2017-11-16,2017,11,16,07,711
4718,'2017-11-16,2017,11,16,08,1448
4719,'2017-11-16,2017,11,16,09,793
4720,'2017-11-16,2017,11,16,10,552
4721,'2017-11-16,2017,11,16,11,573
4722,'2017-11-16,2017,11,16,12,698
4723,'2017-11-16,2017,11,16,13,596
4724,'2017-11-16,2017,11,16,14,653
4725,'2017-11-16,2017,11,16,15,679
4726,'2017-11-16,2017,11,16,16,686
4727,'2017-11-16,2017,11,16,17,875
4728,'2017-11-16,2017,11,16,18,1547
4729,'2017-11-16,2017,11,16,19,964
4730,'2017-11-16,2017,11,16,20,720
4731,'2017-11-16,2017,11,16,21,717
4732,'2017-11-16,2017,11,16,22,759
4733,'2017-11-16,2017,11,16,23,515
4734,'2017-11-17,2017,11,17,00,416
4735,'2017-11-17,2017,11,17,01,357
4736,'2017-11-17,2017,11,17,02,228
4737,'2017-11-17,2017,11,17,03,154
4738,'2017-11-17,2017,11,17,04,82
4739,'2017-11-17,2017,11,17,05,120
4740,'2017-11-17,2017,11,17,06,246
4741,'2017-11-17,2017,11,17,07,692
4742,'2017-11-17,2017,11,17,08,1504
4743,'2017-11-17,2017,11,17,09,674
4744,'2017-11-17,2017,11,17,10,506
4745,'2017-11-17,2017,11,17,11,537
4746,'2017-11-17,2017,11,17,12,604
4747,'2017-11-17,2017,11,17,13,620
4748,'2017-11-17,2017,11,17,14,584
4749,'2017-11-17,2017,11,17,15,531
4750,'2017-11-17,2017,11,17,16,682
4751,'2017-11-17,2017,11,17,17,871
4752,'2017-11-17,2017,11,17,18,1350
4753,'2017-11-17,2017,11,17,19,832
4754,'2017-11-17,2017,11,17,20,505
4755,'2017-11-17,2017,11,17,21,599
4756,'2017-11-17,2017,11,17,22,569
4757,'2017-11-17,2017,11,17,23,483
4758,'2017-11-18,2017,11,18,00,431
4759,'2017-11-18,2017,11,18,01,418
4760,'2017-11-18,2017,11,18,02,278
4761,'2017-11-18,2017,11,18,03,201
4762,'2017-11-18,2017,11,18,04,117
4763,'2017-11-18,2017,11,18,05,59
4764,'2017-11-18,2017,11,18,06,92
4765,'2017-11-18,2017,11,18,07,163
4766,'2017-11-18,2017,11,18,08,297
4767,'2017-11-18,2017,11,18,09,368
4768,'2017-11-18,2017,11,18,10,385
4769,'2017-11-18,2017,11,18,11,403
4770,'2017-11-18,2017,11,18,12,486
4771,'2017-11-18,2017,11,18,13,481
4772,'2017-11-18,2017,11,18,14,560
4773,'2017-11-18,2017,11,18,15,538
4774,'2017-11-18,2017,11,18,16,509
4775,'2017-11-18,2017,11,18,17,496
4776,'2017-11-18,2017,11,18,18,437
4777,'2017-11-18,2017,11,18,19,303
4778,'2017-11-18,2017,11,18,20,260
4779,'2017-11-18,2017,11,18,21,281
4780,'2017-11-18,2017,11,18,22,299
4781,'2017-11-18,2017,11,18,23,225
4782,'2017-11-19,2017,11,19,00,255
4783,'2017-11-19,2017,11,19,01,204
4784,'2017-11-19,2017,11,19,02,149
4785,'2017-11-19,2017,11,19,03,114
4786,'2017-11-19,2017,11,19,04,64
4787,'2017-11-19,2017,11,19,05,42
4788,'2017-11-19,2017,11,19,06,59
4789,'2017-11-19,2017,11,19,07,91
4790,'2017-11-19,2017,11,19,08,198
4791,'2017-11-19,2017,11,19,09,212
4792,'2017-11-19,2017,11,19,10,252
4793,'2017-11-19,2017,11,19,11,350
4794,'2017-11-19,2017,11,19,12,442
4795,'2017-11-19,2017,11,19,13,470
4796,'2017-11-19,2017,11,19,14,567
4797,'2017-11-19,2017,11,19,15,530
4798,'2017-11-19,2017,11,19,16,524
4799,'2017-11-19,2017,11,19,17,473
4800,'2017-11-19,2017,11,19,18,434
4801,'2017-11-19,2017,11,19,19,356
4802,'2017-11-19,2017,11,19,20,360
4803,'2017-11-19,2017,11,19,21,367
4804,'2017-11-19,2017,11,19,22,352
4805,'2017-11-19,2017,11,19,23,259
4806,'2017-11-20,2017,11,20,00,255
4807,'2017-11-20,2017,11,20,01,175
4808,'2017-11-20,2017,11,20,02,110
4809,'2017-11-20,2017,11,20,03,65
4810,'2017-11-20,2017,11,20,04,65
4811,'2017-11-20,2017,11,20,05,89
4812,'2017-11-20,2017,11,20,06,243
4813,'2017-11-20,2017,11,20,07,670
4814,'2017-11-20,2017,11,20,08,1387
4815,'2017-11-20,2017,11,20,09,625
4816,'2017-11-20,2017,11,20,10,394
4817,'2017-11-20,2017,11,20,11,483
4818,'2017-11-20,2017,11,20,12,505
4819,'2017-11-20,2017,11,20,13,509
4820,'2017-11-20,2017,11,20,14,449
4821,'2017-11-20,2017,11,20,15,462
4822,'2017-11-20,2017,11,20,16,594
4823,'2017-11-20,2017,11,20,17,761
4824,'2017-11-20,2017,11,20,18,1324
4825,'2017-11-20,2017,11,20,19,922
4826,'2017-11-20,2017,11,20,20,622
4827,'2017-11-20,2017,11,20,21,685
4828,'2017-11-20,2017,11,20,22,582
4829,'2017-11-20,2017,11,20,23,364
4830,'2017-11-21,2017,11,21,00,297
4831,'2017-11-21,2017,11,21,01,290
4832,'2017-11-21,2017,11,21,02,165
4833,'2017-11-21,2017,11,21,03,109
4834,'2017-11-21,2017,11,21,04,86
4835,'2017-11-21,2017,11,21,05,106
4836,'2017-11-21,2017,11,21,06,213
4837,'2017-11-21,2017,11,21,07,674
4838,'2017-11-21,2017,11,21,08,1404
4839,'2017-11-21,2017,11,21,09,642
4840,'2017-11-21,2017,11,21,10,490
4841,'2017-11-21,2017,11,21,11,514
4842,'2017-11-21,2017,11,21,12,578
4843,'2017-11-21,2017,11,21,13,565
4844,'2017-11-21,2017,11,21,14,547
4845,'2017-11-21,2017,11,21,15,609
4846,'2017-11-21,2017,11,21,16,674
4847,'2017-11-21,2017,11,21,17,877
4848,'2017-11-21,2017,11,21,18,1520
4849,'2017-11-21,2017,11,21,19,952
4850,'2017-11-21,2017,11,21,20,779
4851,'2017-11-21,2017,11,21,21,736
4852,'2017-11-21,2017,11,21,22,719
4853,'2017-11-21,2017,11,21,23,493
4854,'2017-11-22,2017,11,22,00,373
4855,'2017-11-22,2017,11,22,01,324
4856,'2017-11-22,2017,11,22,02,213
4857,'2017-11-22,2017,11,22,03,143
4858,'2017-11-22,2017,11,22,04,90
4859,'2017-11-22,2017,11,22,05,121
4860,'2017-11-22,2017,11,22,06,190
4861,'2017-11-22,2017,11,22,07,229
4862,'2017-11-22,2017,11,22,08,932
4863,'2017-11-22,2017,11,22,09,625
4864,'2017-11-22,2017,11,22,10,419
4865,'2017-11-22,2017,11,22,11,502
4866,'2017-11-22,2017,11,22,12,661
4867,'2017-11-22,2017,11,22,13,650
4868,'2017-11-22,2017,11,22,14,572
4869,'2017-11-22,2017,11,22,15,607
4870,'2017-11-22,2017,11,22,16,666
4871,'2017-11-22,2017,11,22,17,839
4872,'2017-11-22,2017,11,22,18,1501
4873,'2017-11-22,2017,11,22,19,909
4874,'2017-11-22,2017,11,22,20,622
4875,'2017-11-22,2017,11,22,21,659
4876,'2017-11-22,2017,11,22,22,611
4877,'2017-11-22,2017,11,22,23,481
4878,'2017-11-23,2017,11,23,00,374
4879,'2017-11-23,2017,11,23,01,291
4880,'2017-11-23,2017,11,23,02,192
4881,'2017-11-23,2017,11,23,03,126
4882,'2017-11-23,2017,11,23,04,86
4883,'2017-11-23,2017,11,23,05,102
4884,'2017-11-23,2017,11,23,06,224
4885,'2017-11-23,2017,11,23,07,519
4886,'2017-11-23,2017,11,23,08,1272
4887,'2017-11-23,2017,11,23,09,876
4888,'2017-11-23,2017,11,23,10,437
4889,'2017-11-23,2017,11,23,11,496
4890,'2017-11-23,2017,11,23,12,542
4891,'2017-11-23,2017,11,23,13,518
4892,'2017-11-23,2017,11,23,14,514
4893,'2017-11-23,2017,11,23,15,519
4894,'2017-11-23,2017,11,23,16,581
4895,'2017-11-23,2017,11,23,17,801
4896,'2017-11-23,2017,11,23,18,1278
4897,'2017-11-23,2017,11,23,19,864
4898,'2017-11-23,2017,11,23,20,630
4899,'2017-11-23,2017,11,23,21,673
4900,'2017-11-23,2017,11,23,22,556
4901,'2017-11-23,2017,11,23,23,217
4902,'2017-11-24,2017,11,24,00,167
4903,'2017-11-24,2017,11,24,01,174
4904,'2017-11-24,2017,11,24,02,136
4905,'2017-11-24,2017,11,24,03,87
4906,'2017-11-24,2017,11,24,04,59
4907,'2017-11-24,2017,11,24,05,82
4908,'2017-11-24,2017,11,24,06,156
4909,'2017-11-24,2017,11,24,07,465
4910,'2017-11-24,2017,11,24,08,997
4911,'2017-11-24,2017,11,24,09,500
4912,'2017-11-24,2017,11,24,10,400
4913,'2017-11-24,2017,11,24,11,428
4914,'2017-11-24,2017,11,24,12,506
4915,'2017-11-24,2017,11,24,13,446
4916,'2017-11-24,2017,11,24,14,507
4917,'2017-11-24,2017,11,24,15,490
4918,'2017-11-24,2017,11,24,16,529
4919,'2017-11-24,2017,11,24,17,727
4920,'2017-11-24,2017,11,24,18,1179
4921,'2017-11-24,2017,11,24,19,718
4922,'2017-11-24,2017,11,24,20,469
4923,'2017-11-24,2017,11,24,21,483
4924,'2017-11-24,2017,11,24,22,478
4925,'2017-11-24,2017,11,24,23,401
4926,'2017-11-25,2017,11,25,00,345
4927,'2017-11-25,2017,11,25,01,351
4928,'2017-11-25,2017,11,25,02,260
4929,'2017-11-25,2017,11,25,03,189
4930,'2017-11-25,2017,11,25,04,94
4931,'2017-11-25,2017,11,25,05,70
4932,'2017-11-25,2017,11,25,06,104
4933,'2017-11-25,2017,11,25,07,138
4934,'2017-11-25,2017,11,25,08,333
4935,'2017-11-25,2017,11,25,09,352
4936,'2017-11-25,2017,11,25,10,352
4937,'2017-11-25,2017,11,25,11,219
4938,'2017-11-25,2017,11,25,12,369
4939,'2017-11-25,2017,11,25,13,178
4940,'2017-11-25,2017,11,25,14,33
4941,'2017-11-25,2017,11,25,15,13
4942,'2017-11-25,2017,11,25,16,13
4943,'2017-11-25,2017,11,25,17,17
4944,'2017-11-25,2017,11,25,18,36
4945,'2017-11-25,2017,11,25,19,83
4946,'2017-11-25,2017,11,25,20,136
4947,'2017-11-25,2017,11,25,21,194
4948,'2017-11-25,2017,11,25,22,204
4949,'2017-11-25,2017,11,25,23,208
4950,'2017-11-26,2017,11,26,00,260
4951,'2017-11-26,2017,11,26,01,207
4952,'2017-11-26,2017,11,26,02,196
4953,'2017-11-26,2017,11,26,03,131
4954,'2017-11-26,2017,11,26,04,91
4955,'2017-11-26,2017,11,26,05,43
4956,'2017-11-26,2017,11,26,06,52
4957,'2017-11-26,2017,11,26,07,87
4958,'2017-11-26,2017,11,26,08,167
4959,'2017-11-26,2017,11,26,09,218
4960,'2017-11-26,2017,11,26,10,284
4961,'2017-11-26,2017,11,26,11,369
4962,'2017-11-26,2017,11,26,12,501
4963,'2017-11-26,2017,11,26,13,573
4964,'2017-11-26,2017,11,26,14,620
4965,'2017-11-26,2017,11,26,15,736
4966,'2017-11-26,2017,11,26,16,686
4967,'2017-11-26,2017,11,26,17,680
4968,'2017-11-26,2017,11,26,18,430
4969,'2017-11-26,2017,11,26,19,445
4970,'2017-11-26,2017,11,26,20,361
4971,'2017-11-26,2017,11,26,21,387
4972,'2017-11-26,2017,11,26,22,352
4973,'2017-11-26,2017,11,26,23,303
4974,'2017-11-27,2017,11,27,00,262
4975,'2017-11-27,2017,11,27,01,156
4976,'2017-11-27,2017,11,27,02,128
4977,'2017-11-27,2017,11,27,03,88
4978,'2017-11-27,2017,11,27,04,64
4979,'2017-11-27,2017,11,27,05,113
4980,'2017-11-27,2017,11,27,06,230
4981,'2017-11-27,2017,11,27,07,627
4982,'2017-11-27,2017,11,27,08,1209
4983,'2017-11-27,2017,11,27,09,640
4984,'2017-11-27,2017,11,27,10,411
4985,'2017-11-27,2017,11,27,11,494
4986,'2017-11-27,2017,11,27,12,597
4987,'2017-11-27,2017,11,27,13,600
4988,'2017-11-27,2017,11,27,14,576
4989,'2017-11-27,2017,11,27,15,682
4990,'2017-11-27,2017,11,27,16,746
4991,'2017-11-27,2017,11,27,17,868
4992,'2017-11-27,2017,11,27,18,1500
4993,'2017-11-27,2017,11,27,19,1019
4994,'2017-11-27,2017,11,27,20,759
4995,'2017-11-27,2017,11,27,21,689
4996,'2017-11-27,2017,11,27,22,647
4997,'2017-11-27,2017,11,27,23,481
4998,'2017-11-28,2017,11,28,00,373
4999,'2017-11-28,2017,11,28,01,299
5000,'2017-11-28,2017,11,28,02,192
5001,'2017-11-28,2017,11,28,03,122
5002,'2017-11-28,2017,11,28,04,98
5003,'2017-11-28,2017,11,28,05,120
5004,'2017-11-28,2017,11,28,06,263
5005,'2017-11-28,2017,11,28,07,713
5006,'2017-11-28,2017,11,28,08,1438
5007,'2017-11-28,2017,11,28,09,689
5008,'2017-11-28,2017,11,28,10,441
5009,'2017-11-28,2017,11,28,11,545
5010,'2017-11-28,2017,11,28,12,612
5011,'2017-11-28,2017,11,28,13,593
5012,'2017-11-28,2017,11,28,14,642
5013,'2017-11-28,2017,11,28,15,659
5014,'2017-11-28,2017,11,28,16,756
5015,'2017-11-28,2017,11,28,17,978
5016,'2017-11-28,2017,11,28,18,1630
5017,'2017-11-28,2017,11,28,19,1069
5018,'2017-11-28,2017,11,28,20,872
5019,'2017-11-28,2017,11,28,21,857
5020,'2017-11-28,2017,11,28,22,561
5021,'2017-11-28,2017,11,28,23,194
5022,'2017-11-29,2017,11,29,00,243
5023,'2017-11-29,2017,11,29,01,255
5024,'2017-11-29,2017,11,29,02,215
5025,'2017-11-29,2017,11,29,03,106
5026,'2017-11-29,2017,11,29,04,87
5027,'2017-11-29,2017,11,29,05,118
5028,'2017-11-29,2017,11,29,06,225
5029,'2017-11-29,2017,11,29,07,673
5030,'2017-11-29,2017,11,29,08,1435
5031,'2017-11-29,2017,11,29,09,669
5032,'2017-11-29,2017,11,29,10,439
5033,'2017-11-29,2017,11,29,11,469
5034,'2017-11-29,2017,11,29,12,590
5035,'2017-11-29,2017,11,29,13,508
5036,'2017-11-29,2017,11,29,14,544
5037,'2017-11-29,2017,11,29,15,593
5038,'2017-11-29,2017,11,29,16,645
5039,'2017-11-29,2017,11,29,17,756
5040,'2017-11-29,2017,11,29,18,1264
5041,'2017-11-29,2017,11,29,19,800
5042,'2017-11-29,2017,11,29,20,591
5043,'2017-11-29,2017,11,29,21,568
5044,'2017-11-29,2017,11,29,22,553
5045,'2017-11-29,2017,11,29,23,376
5046,'2017-11-30,2017,11,30,00,299
5047,'2017-11-30,2017,11,30,01,251
5048,'2017-11-30,2017,11,30,02,157
5049,'2017-11-30,2017,11,30,03,103
5050,'2017-11-30,2017,11,30,04,89
5051,'2017-11-30,2017,11,30,05,97
5052,'2017-11-30,2017,11,30,06,211
5053,'2017-11-30,2017,11,30,07,570
5054,'2017-11-30,2017,11,30,08,1229
5055,'2017-11-30,2017,11,30,09,576
5056,'2017-11-30,2017,11,30,10,385
5057,'2017-11-30,2017,11,30,11,427
5058,'2017-11-30,2017,11,30,12,470
5059,'2017-11-30,2017,11,30,13,398
5060,'2017-11-30,2017,11,30,14,458
5061,'2017-11-30,2017,11,30,15,467
5062,'2017-11-30,2017,11,30,16,535
5063,'2017-11-30,2017,11,30,17,657
5064,'2017-11-30,2017,11,30,18,992
5065,'2017-11-30,2017,11,30,19,611
5066,'2017-11-30,2017,11,30,20,469
5067,'2017-11-30,2017,11,30,21,472
5068,'2017-11-30,2017,11,30,22,418
5069,'2017-11-30,2017,11,30,23,307
5070,'2017-12-01,2017,12,01,00,268
5071,'2017-12-01,2017,12,01,01,214
5072,'2017-12-01,2017,12,01,02,177
5073,'2017-12-01,2017,12,01,03,107
5074,'2017-12-01,2017,12,01,04,78
5075,'2017-12-01,2017,12,01,05,98
5076,'2017-12-01,2017,12,01,06,185
5077,'2017-12-01,2017,12,01,07,495
5078,'2017-12-01,2017,12,01,08,1080
5079,'2017-12-01,2017,12,01,09,525
5080,'2017-12-01,2017,12,01,10,355
5081,'2017-12-01,2017,12,01,11,384
5082,'2017-12-01,2017,12,01,12,462
5083,'2017-12-01,2017,12,01,13,481
5084,'2017-12-01,2017,12,01,14,456
5085,'2017-12-01,2017,12,01,15,492
5086,'2017-12-01,2017,12,01,16,506
5087,'2017-12-01,2017,12,01,17,607
5088,'2017-12-01,2017,12,01,18,1011
5089,'2017-12-01,2017,12,01,19,658
5090,'2017-12-01,2017,12,01,20,463
5091,'2017-12-01,2017,12,01,21,431
5092,'2017-12-01,2017,12,01,22,432
5093,'2017-12-01,2017,12,01,23,358
5094,'2017-12-02,2017,12,02,00,356
5095,'2017-12-02,2017,12,02,01,337
5096,'2017-12-02,2017,12,02,02,280
5097,'2017-12-02,2017,12,02,03,171
5098,'2017-12-02,2017,12,02,04,91
5099,'2017-12-02,2017,12,02,05,80
5100,'2017-12-02,2017,12,02,06,70
5101,'2017-12-02,2017,12,02,07,152
5102,'2017-12-02,2017,12,02,08,228
5103,'2017-12-02,2017,12,02,09,341
5104,'2017-12-02,2017,12,02,10,350
5105,'2017-12-02,2017,12,02,11,406
5106,'2017-12-02,2017,12,02,12,512
5107,'2017-12-02,2017,12,02,13,638
5108,'2017-12-02,2017,12,02,14,641
5109,'2017-12-02,2017,12,02,15,641
5110,'2017-12-02,2017,12,02,16,672
5111,'2017-12-02,2017,12,02,17,624
5112,'2017-12-02,2017,12,02,18,526
5113,'2017-12-02,2017,12,02,19,423
5114,'2017-12-02,2017,12,02,20,387
5115,'2017-12-02,2017,12,02,21,404
5116,'2017-12-02,2017,12,02,22,391
5117,'2017-12-02,2017,12,02,23,402
5118,'2017-12-03,2017,12,03,00,373
5119,'2017-12-03,2017,12,03,01,240
5120,'2017-12-03,2017,12,03,02,242
5121,'2017-12-03,2017,12,03,03,121
5122,'2017-12-03,2017,12,03,04,76
5123,'2017-12-03,2017,12,03,05,32
5124,'2017-12-03,2017,12,03,06,12
5125,'2017-12-03,2017,12,03,07,22
5126,'2017-12-03,2017,12,03,08,85
5127,'2017-12-03,2017,12,03,09,152
5128,'2017-12-03,2017,12,03,10,201
5129,'2017-12-03,2017,12,03,11,270
5130,'2017-12-03,2017,12,03,12,351
5131,'2017-12-03,2017,12,03,13,529
5132,'2017-12-03,2017,12,03,14,607
5133,'2017-12-03,2017,12,03,15,665
5134,'2017-12-03,2017,12,03,16,645
5135,'2017-12-03,2017,12,03,17,589
5136,'2017-12-03,2017,12,03,18,489
5137,'2017-12-03,2017,12,03,19,451
5138,'2017-12-03,2017,12,03,20,416
5139,'2017-12-03,2017,12,03,21,415
5140,'2017-12-03,2017,12,03,22,387
5141,'2017-12-03,2017,12,03,23,333
5142,'2017-12-04,2017,12,04,00,310
5143,'2017-12-04,2017,12,04,01,195
5144,'2017-12-04,2017,12,04,02,118
5145,'2017-12-04,2017,12,04,03,66
5146,'2017-12-04,2017,12,04,04,43
5147,'2017-12-04,2017,12,04,05,83
5148,'2017-12-04,2017,12,04,06,200
5149,'2017-12-04,2017,12,04,07,544
5150,'2017-12-04,2017,12,04,08,1108
5151,'2017-12-04,2017,12,04,09,540
5152,'2017-12-04,2017,12,04,10,337
5153,'2017-12-04,2017,12,04,11,398
5154,'2017-12-04,2017,12,04,12,419
5155,'2017-12-04,2017,12,04,13,400
5156,'2017-12-04,2017,12,04,14,342
5157,'2017-12-04,2017,12,04,15,360
5158,'2017-12-04,2017,12,04,16,398
5159,'2017-12-04,2017,12,04,17,559
5160,'2017-12-04,2017,12,04,18,988
5161,'2017-12-04,2017,12,04,19,635
5162,'2017-12-04,2017,12,04,20,436
5163,'2017-12-04,2017,12,04,21,432
5164,'2017-12-04,2017,12,04,22,385
5165,'2017-12-04,2017,12,04,23,277
5166,'2017-12-05,2017,12,05,00,233
5167,'2017-12-05,2017,12,05,01,207
5168,'2017-12-05,2017,12,05,02,123
5169,'2017-12-05,2017,12,05,03,63
5170,'2017-12-05,2017,12,05,04,42
5171,'2017-12-05,2017,12,05,05,83
5172,'2017-12-05,2017,12,05,06,170
5173,'2017-12-05,2017,12,05,07,421
5174,'2017-12-05,2017,12,05,08,993
5175,'2017-12-05,2017,12,05,09,491
5176,'2017-12-05,2017,12,05,10,274
5177,'2017-12-05,2017,12,05,11,349
5178,'2017-12-05,2017,12,05,12,336
5179,'2017-12-05,2017,12,05,13,341
5180,'2017-12-05,2017,12,05,14,343
5181,'2017-12-05,2017,12,05,15,366
5182,'2017-12-05,2017,12,05,16,456
5183,'2017-12-05,2017,12,05,17,571
5184,'2017-12-05,2017,12,05,18,926
5185,'2017-12-05,2017,12,05,19,660
5186,'2017-12-05,2017,12,05,20,450
5187,'2017-12-05,2017,12,05,21,449
5188,'2017-12-05,2017,12,05,22,446
5189,'2017-12-05,2017,12,05,23,260
5190,'2017-12-06,2017,12,06,00,148
5191,'2017-12-06,2017,12,06,01,146
5192,'2017-12-06,2017,12,06,02,119
5193,'2017-12-06,2017,12,06,03,79
5194,'2017-12-06,2017,12,06,04,58
5195,'2017-12-06,2017,12,06,05,88
5196,'2017-12-06,2017,12,06,06,143
5197,'2017-12-06,2017,12,06,07,407
5198,'2017-12-06,2017,12,06,08,964
5199,'2017-12-06,2017,12,06,09,469
5200,'2017-12-06,2017,12,06,10,323
5201,'2017-12-06,2017,12,06,11,402
5202,'2017-12-06,2017,12,06,12,438
5203,'2017-12-06,2017,12,06,13,470
5204,'2017-12-06,2017,12,06,14,440
5205,'2017-12-06,2017,12,06,15,436
5206,'2017-12-06,2017,12,06,16,524
5207,'2017-12-06,2017,12,06,17,247
5208,'2017-12-06,2017,12,06,18,209
5209,'2017-12-06,2017,12,06,19,212
5210,'2017-12-06,2017,12,06,20,192
5211,'2017-12-06,2017,12,06,21,173
5212,'2017-12-06,2017,12,06,22,239
5213,'2017-12-06,2017,12,06,23,204
5214,'2017-12-07,2017,12,07,00,202
5215,'2017-12-07,2017,12,07,01,229
5216,'2017-12-07,2017,12,07,02,153
5217,'2017-12-07,2017,12,07,03,102
5218,'2017-12-07,2017,12,07,04,63
5219,'2017-12-07,2017,12,07,05,82
5220,'2017-12-07,2017,12,07,06,137
5221,'2017-12-07,2017,12,07,07,390
5222,'2017-12-07,2017,12,07,08,888
5223,'2017-12-07,2017,12,07,09,445
5224,'2017-12-07,2017,12,07,10,334
5225,'2017-12-07,2017,12,07,11,356
5226,'2017-12-07,2017,12,07,12,459
5227,'2017-12-07,2017,12,07,13,410
5228,'2017-12-07,2017,12,07,14,409
5229,'2017-12-07,2017,12,07,15,444
5230,'2017-12-07,2017,12,07,16,497
5231,'2017-12-07,2017,12,07,17,592
5232,'2017-12-07,2017,12,07,18,927
5233,'2017-12-07,2017,12,07,19,561
5234,'2017-12-07,2017,12,07,20,422
5235,'2017-12-07,2017,12,07,21,432
5236,'2017-12-07,2017,12,07,22,423
5237,'2017-12-07,2017,12,07,23,286
5238,'2017-12-08,2017,12,08,00,240
5239,'2017-12-08,2017,12,08,01,236
5240,'2017-12-08,2017,12,08,02,137
5241,'2017-12-08,2017,12,08,03,102
5242,'2017-12-08,2017,12,08,04,72
5243,'2017-12-08,2017,12,08,05,85
5244,'2017-12-08,2017,12,08,06,162
5245,'2017-12-08,2017,12,08,07,409
5246,'2017-12-08,2017,12,08,08,901
5247,'2017-12-08,2017,12,08,09,422
5248,'2017-12-08,2017,12,08,10,267
5249,'2017-12-08,2017,12,08,11,327
5250,'2017-12-08,2017,12,08,12,379
5251,'2017-12-08,2017,12,08,13,377
5252,'2017-12-08,2017,12,08,14,370
5253,'2017-12-08,2017,12,08,15,384
5254,'2017-12-08,2017,12,08,16,424
5255,'2017-12-08,2017,12,08,17,554
5256,'2017-12-08,2017,12,08,18,890
5257,'2017-12-08,2017,12,08,19,524
5258,'2017-12-08,2017,12,08,20,405
5259,'2017-12-08,2017,12,08,21,357
5260,'2017-12-08,2017,12,08,22,380
5261,'2017-12-08,2017,12,08,23,293
5262,'2017-12-09,2017,12,09,00,286
5263,'2017-12-09,2017,12,09,01,312
5264,'2017-12-09,2017,12,09,02,242
5265,'2017-12-09,2017,12,09,03,172
5266,'2017-12-09,2017,12,09,04,101
5267,'2017-12-09,2017,12,09,05,56
5268,'2017-12-09,2017,12,09,06,80
5269,'2017-12-09,2017,12,09,07,129
5270,'2017-12-09,2017,12,09,08,229
5271,'2017-12-09,2017,12,09,09,300
5272,'2017-12-09,2017,12,09,10,280
5273,'2017-12-09,2017,12,09,11,363
5274,'2017-12-09,2017,12,09,12,459
5275,'2017-12-09,2017,12,09,13,452
5276,'2017-12-09,2017,12,09,14,532
5277,'2017-12-09,2017,12,09,15,612
5278,'2017-12-09,2017,12,09,16,586
5279,'2017-12-09,2017,12,09,17,508
5280,'2017-12-09,2017,12,09,18,406
5281,'2017-12-09,2017,12,09,19,300
5282,'2017-12-09,2017,12,09,20,321
5283,'2017-12-09,2017,12,09,21,341
5284,'2017-12-09,2017,12,09,22,315
5285,'2017-12-09,2017,12,09,23,287
5286,'2017-12-10,2017,12,10,00,355
5287,'2017-12-10,2017,12,10,01,317
5288,'2017-12-10,2017,12,10,02,264
5289,'2017-12-10,2017,12,10,03,175
5290,'2017-12-10,2017,12,10,04,73
5291,'2017-12-10,2017,12,10,05,13
5292,'2017-12-10,2017,12,10,06,9
5293,'2017-12-10,2017,12,10,07,20
5294,'2017-12-10,2017,12,10,08,35
5295,'2017-12-10,2017,12,10,09,31
5296,'2017-12-10,2017,12,10,10,19
5297,'2017-12-10,2017,12,10,11,56
5298,'2017-12-10,2017,12,10,12,123
5299,'2017-12-10,2017,12,10,13,192
5300,'2017-12-10,2017,12,10,14,245
5301,'2017-12-10,2017,12,10,15,182
5302,'2017-12-10,2017,12,10,16,227
5303,'2017-12-10,2017,12,10,17,239
5304,'2017-12-10,2017,12,10,18,218
5305,'2017-12-10,2017,12,10,19,190
5306,'2017-12-10,2017,12,10,20,176
5307,'2017-12-10,2017,12,10,21,177
5308,'2017-12-10,2017,12,10,22,163
5309,'2017-12-10,2017,12,10,23,152
5310,'2017-12-11,2017,12,11,00,127
5311,'2017-12-11,2017,12,11,01,116
5312,'2017-12-11,2017,12,11,02,66
5313,'2017-12-11,2017,12,11,03,46
5314,'2017-12-11,2017,12,11,04,43
5315,'2017-12-11,2017,12,11,05,87
5316,'2017-12-11,2017,12,11,06,134
5317,'2017-12-11,2017,12,11,07,350
5318,'2017-12-11,2017,12,11,08,778
5319,'2017-12-11,2017,12,11,09,336
5320,'2017-12-11,2017,12,11,10,214
5321,'2017-12-11,2017,12,11,11,235
5322,'2017-12-11,2017,12,11,12,252
5323,'2017-12-11,2017,12,11,13,241
5324,'2017-12-11,2017,12,11,14,257
5325,'2017-12-11,2017,12,11,15,281
